Review Date,Airline,Verified,Type of Traveller,Month Flown,Route,Class,Seat Comfort,Staff Service,Food & Beverages,Inflight Entertainment,Value For Money,Overall Rating,Recommended,Cleaned_Reviews
02-09-2019,Singapore Airlines,True,Solo Leisure,Jul-19,Perth to Singapore,Business Class,5,5,4,4,5,9,yes,munich singapore unfortunately sq us lh service lounge muc senator lounge service extremely poor feel welcome neither arrival neither inside wine low quality selfservice quantity served glass severely controlled personnel present showed agressivity customer food inedible overcooked minced pork choice wifi work well bad service could also testified boarding lh personnel showed bad mood respect usual sq procedure obvious privilege mile passenger hand pleased new seat a350 plane fabulous service topnotch want leave plane shocking see airline quoted 5 star lh long long way go get
02-09-2019,Singapore Airlines,False,Solo Leisure,Sep-19,Paris to Singapore,Business Class,5,5,4,5,3,9,yes,perth singapore seat single seat window seat fully reclines little enclave monitor allows leg fully stretched short people like overall comfortable flight good entertainment plenty food even able get umeshu flight service excellent complimentary wifi service tied 5 hour whatsapp
31-08-2019,Singapore Airlines,True,Family Leisure,Aug-19,Zurich via Singapore,Business Class,3,1,4,4,5,10,yes,paris singapore impressed team singapore airline crew sq335 28th august 2019 looked flight professional kind migraine staff even went got husband knowing premium ’ speak highly enough yoshi raimond andrea team ’ thank enough
31-08-2019,Singapore Airlines,True,Couple Leisure,Aug-19,Melbourne to Singapore,Business Class,3,4,4,4,1,1,no,flown multiple time via singapore airline occasion issue kind usually related seat singapore ground staff despite complaint directly airline always feel wasting time might well go public review cabin nearly always nice service generally good although previously left unable eat food left noodle prawn allergy prawn occasion however booked ticket business class attempt select seat told unable select seat option single seat spread around cabin option sit close 12 hour flight said still unable book booked ticket 10 month ago refuse accept last people book flight contacted customer service receive answer seat subject availability accept limitation seating advance online checkin checking available seat half dozen dotted around cabin effectively told tough luck 5000 seat acceptable unless flying alone would recommend singapore airline totally inflexible everything understanding passenger need
31-08-2019,Singapore Airlines,True,Solo Leisure,Aug-19,Manila to Singapore,Economy Class,4,5,4,5,4,8,yes,melbourne singapore boarding efficient strictly adhered great especially passenger tried barge economy quite tight especially person front reclines immediately whole flight recline otherwise screen right face surprised get hot towel take landing guess cost cutting big deal used nice touch toilet kept clean toothbrushespaste set lotion ’ always nice flight attendant run foot full flight still charming sweet food probably nice previous flight snack awful economy expectation never high advice bring snack entertainment option good arrived singapore early love sqs efficiency reliability friendly fa cleanliness
31-08-2019,Singapore Airlines,True,Business,Aug-19,Singapore to Auckland,Economy Class,3,5,4,5,4,8,yes,manila singapore surprisingly one meal offer flight aug 25 choice nevertheless service still excellent stewardess attentive call request
30-08-2019,Singapore Airlines,True,Couple Leisure,Aug-19,Dusseldorf to Singapore,Economy Class,4,3,2,4,4,6,yes,travelled singapore auckland seat 41a 41b extra legroom seat bulkhead okay however complaint passenger bringing much luggage call seat last get plane overhead locker full passenger bag put luggage least 6 compartment sitting worry passport etc one bag takeoff could bag near u seat put major complaint first row premium compartment meal etc served served end plane last served offer predinner drink get ask crew meal served choice dinner left chicken breakfast happened left noodle beef said crew would like scrambled egg please said gone said want noodle breakfast went minute later brought scrambled egg dish forgot husband 10 minute came breakfast meal earth give flash menu cant serve want disappointing flight always put singapore airline high regard time pity maybe crew overworked would recommend alternative
27-08-2019,Singapore Airlines,True,Solo Leisure,Aug-19,Singapore to Jakarta,Economy Class,2,5,5,2,5,9,yes,dusseldorf singapore first time singapore airline pretty high hope airline mostly fulfilled crew nice clear situation going inflight considering flying economy would give good pas boarding staff gate pretty excited welcome passenger seat comfortable though headrest rather broken height adjustable enjoyed seat pocket organise stuff pretty well everything felt good quality also enjoyed inflight entertainment screen massive clear everything responsive selection movie also really good many rather recent movie provided earphone adapter could use earphone easily using inflight entertainment distributed menu takeoff food quite good though seat neighbour like much provided drink throughout 12hour flight surprised though use roaming data flight case wouldnt need purchase expensive onboard wifi instead subscribe internet data service provider a350 also really enjoyable fly comfortable spacious large window rather quiet
25-08-2019,Singapore Airlines,True,Business,Aug-19,Singapore to Delhi,Economy Class,3,3,2,4,3,9,yes,early morning flight jakarta a350900 3class configuration overall ambience cabin bright airy newest version inflight entertainment big bonus short hop flight seating comfortable duration flight way better experience a320 b737 left time crew rushing serve breakfast food reasonably good omelette nasi lemak landed time also crew little rushed courteous rather friendly good enough appreciated crew meticulous asking passenger raise seat upright position meal service small thing like help economy
24-08-2019,Singapore Airlines,True,Family Leisure,Aug-19,Los Angeles to  Singapore,Economy Class,3,1,2,5,1,2,no,singapore delhi return journey sq406 sindel arrived singapore 10 day sq401 definitely good thing took uturn crew onboard rude core courtsey zero management assigned seat end plane 5 people time serving food served entire plane u row ahead u row behind u offer u food 2 hour takeoff entire plane almost dozed meal came u inform food available 1 tray fish kid hungry known would meal airport confronting could apologize somehow managed get veg tray somewhere fed little one entire journey got nothing eat travelled without meal 6 hour journey remorse called serve water bother serve nightmare flight 4 u hungry throughout waiting nightmare end soon possible could done online checkin booked meal beforehand child possible online manual checkin fault dont think
21-08-2019,Singapore Airlines,True,Family Leisure,Jul-19,Johannesburg to Singapore,Premium Economy,4,5,1,2,1,5,no,los angeles singapore 165hrs overnight 2 adult 3 child 7yrs 5yrs 8 month old gate told entertainment system work 4 row seat working flight 165hrs light window required shut light seat charger phone entertainment offered move 2 kid back airplane watch movie guess child offered 110 usd voucher use flight inconvenience play kid draw color using phone flashlight wife feeding 8mths old phone flashlight premium economy seat cost dollar complained response received voucher inconvenience rejected two available seat understand issue control system operating 110 inconvenience also way back system work passenger experience completely disappointed singapore airline customer relation travel
19-08-2019,Singapore Airlines,True,Couple Leisure,Aug-19,Singapore to Canberra via Sydney,Premium Economy,4,4,5,5,4,7,yes,johannesburg singapore premium economy recently introduced second flight priority boarding business class allows time settle ample space overhead locker three row cabin good legroom comfortable seat decent recline footrest seat front calf rest attached seat seems serve purpose create problem crew trying stowed landing good sized tv screen easy operate overall hard product good however nothing premium service strictly economy pre takeoff drink bar service takeoff prior meal may due late hour departure wish serve meal quickly possible one would thought maximum 24 premium economy would big issue amenity kit longer handed menu indicated available request meal tasty economy served plastic tray sign table cloth proper crockery shown website drink served plastic opposed glass small quantity wine basic white red small plastic tumbler half filled fruit juice slightly larger serving still meagre offer refill tray eventually removed dedicated crew premium economy service start premium proceeds economy clearing starting back economy premium economy last cleared time difference second meal lunch time ordered champagne served plastic stemmed “ glass ” amounting half normal glass refill offered tray cleared time champagne disappeared trolly main reason choosing premium economy space comfort complaint however notwithstanding fact singapore economy amongst best premium economy service chosen pay significant premium economy disappointing enhancement provided airline provided
18-08-2019,Singapore Airlines,True,Couple Leisure,Aug-19,Singapore to Perth,Economy Class,1,5,5,1,3,4,no,singapore canberra via sydney flown many time economy airline jetstar airasia first ever flight singapore airline high hope washout economy seat much smaller airasia getting extra dollar menu entertainment option also injury asked help getting plane crush made get medical certificate prove injury let every one else broken foot small seat even worse return airasia future flight
08-08-2019,Singapore Airlines,True,Solo Leisure,Aug-19,Amsterdam to Singapore,Business Class,4,5,3,5,3,8,yes,singapore perth seat layout 121 although skybed short flight seat narrower still comfortable fell asleep even takeoff woke set seat flat due jetlag spent entire flight asleep air stewardess asked could get something else eat touch great service definitely fly singapore although sure business class worth short trip
08-08-2019,Singapore Airlines,False,Solo Leisure,Aug-19,Singapore to Surabaya,Business Class,1,5,1,5,4,9,yes,singapore airline represents quality best food service seat entertainment champagne juice water upon boarding book cook chicken rice lunch preceded satay appetizer succeeded cheese platter dessert skybed fold comfortable sleep service quick time pressed call bell seat layout 121 still think singapore airline business class far best world due wider seat comfortable
05-08-2019,Singapore Airlines,True,Business,Aug-19,Singapore to Beijing,Economy Class,4,4,1,5,1,2,no,singapore surabaya always fly singapore airline work getting worse day flight perpetually delayed seems like good concept punctuality addition cabin crew average term service pleasantness hard product something lauded however among always late departure one think biggest pain
03-08-2019,Singapore Airlines,True,Family Leisure,Jun-19,Bangkok to Istanbul via Singapore,Economy Class,4,3,3,4,3,8,yes,singapore beijing economy class a380 took 75 retrofitted plane econ class left seat toilet catering ok crew seemed quite inattentive economy class a380 old shabby food seems great flight 30min delay due drone flying around changi airport 2nd runway single runway operation great thanks singapore airline
30-07-2019,Singapore Airlines,True,Business,Jul-19,Melbourne to Beijing via Singapore,Business Class,2,5,3,2,3,2,no,bangkok istanbul via singapore bkk sin newish b789 great new business class seat comfortable great ife large hd touchscreen screen lounge singapore rather mediocre experience overcrowded average food offering sq lounge bkk much better big disappointment trip ancient b772 sg ist sector old business class seat uncomfortable ife poor due small non touch screen usual amenity kit fresh flower washroom replaced tacky plastic flower hard understand airline provides really good hardware product 2h flight able 11h overnight flight service food flight average sq even come close business class product qatar airway usually fly long haul
29-07-2019,Singapore Airlines,True,Solo Leisure,Apr-19,Singapore to Bangkok,Economy Class,4,2,1,5,5,9,yes,melbourne beijing via singapore overall great experience singapore definitely satisfied u upon boarding hot towel served seat quite soft reasonably wide legroom average two full meal provided melbourne singapore sector highest quality airline food experienced economy class complemented usage metal cutlery ice cream dessert drawback flight would rather inconvenient wifi service pretty much unacceptable pricing average user although onboard sm call provided given carrier support side overall great experience seem worth paying little bit extra
28-07-2019,Singapore Airlines,False,Solo Leisure,Jul-19,Sydney to Delhi via Singapore,Economy Class,4,2,1,3,4,7,yes,singapore bangkok return past 10 year clearly see many premium airline world resort cost cutting due keen competition low cost carrier many factor havent economy class singapore quite time decided try short haul flight plus price factor good time usual high standard sia immaculately groomed kebayaclad crew good condition plane amenity etc hot towel service still provided economy class nice touch menu given since short sector hot drink cold beverage meal served one go cut time make good sense however one clearly see cost cutting portion meal smaller taste rather bland mediocre boeing 787 way bkk fine plane except seat pitch aisle narrow sat aisle constantly bumped crew passenger there almost nowhere foe hide wild spilling onto neighbour space quite frustrating really also tray table close stomach uncomfortable say least touch screen avod good preordered duty free dully delivered without delay return sia good lounge concourse bkk airport close boarding gate d6 7 a330 despite older plane actually offered seat pitch slightly space touch screen time catering bkk better sin overall sia still manage one top airline world despite cost cutting take advantage promotion sometimes beat budget airline hand
28-07-2019,Singapore Airlines,True,Couple Leisure,Jul-19,Melbourne to Athens via Singapore,Economy Class,5,1,5,4,4,7,yes,sydney delhi via singapore amazing airline excellent customer service good food understand one best airline world ignored plight thousand traveller order special meal long problem neither food service standard crew process serving special meal special meal first served drink offered served demand either one wait remaining passenger served food drink get drink let nice food sit tray let get cold eat food without drink even water singapore airline change process thst crew bring trolley containing selection drink serving special meal offer selection drink passenger served special meal
25-07-2019,Singapore Airlines,True,Family Leisure,Jul-19,Brisbane to Singapore,Economy Class,4,5,5,5,2,2,no,terrible service outset making booking included code share arrangement 2 adult infant everything started well bassinet requested point call least four time apparent issue name itinerary even though correct outset issue arises upon attempting online check ’ possible one adult name somehow written twice mr one mr called requested business class upgrade told due code share ’ possible hello ’ trying give money thereafter arrived airport rude staff member telling name incorrect system even though night itinerary emailed singapore airline customer call centre showing correct detail initial attempt check failed confirmed name correct showed document proof lady appeared uninterested codeshare 2nd leg journey ticket produced melbourne airport singapore staff flustered fro check ’ bother check seat allocation 2nd leg ’ bassinet allocation horror discovered singapore airline check lady allocated u seat different row opposite side plane one year old unprofessional worst part transiting sin approached transfer counter codeshare airline singapore ’ budget carrier scoot helpful assistant able pair u together making mel sin singapore employee action even worse top flight ’ full also purchase additional baggage online due codeshare arrangement furthermore arrive final destination discovered suitcase broken wheel coming exited airport flown many major international airline overseas never fly singapore ’ indictment singapore airline service experience 2nd leg operated scoot overall sin airport board far superior singapore airline journey sin going australia europe highly recommend consider middle east airline show accountability pride responsibility fare paying passenger wife absolutely appalled service received singapore airline made journey europe 7 time leisure traveller last 8 year far worst experience
19-07-2019,Singapore Airlines,True,Couple Leisure,Jul-19,Munich to Singapore,Business Class,2,5,5,4,3,5,no,40 year wife used business class including singapore airline many time international travel 6 july 2019 flew business class brisbane singapore sq 246 flight cabin crew excellent food good cabin clean seat wide however sleeping uncomfortable seat ever encountered hard lie angle fit foot small cavity sufficiently uncomfortable would never choose singapore airline overnight flight
18-07-2019,Singapore Airlines,True,Solo Leisure,Jul-19,Jogjakarta to Amsterdam via Singapore,Premium Economy,5,2,2,3,5,10,yes,munich singapore simply best singapore airline really delivers bestinclass experience – seat food entertainment fantastic sq really stand service ive never seen cabin staff put dedication professionalism remembered passenger preference native language throughout 12 hour journey always needed anything even personally showed passenger seat economy helped get bag bin premium economy really delivers competitive product notably space comfort economy without expense extra frill business im 60 couldnt touch bulkhead foot even stretched tried comfortable premium economy seat ive tried
15-07-2019,Singapore Airlines,True,Family Leisure,Jul-19,Bangkok to Singapore,Economy Class,2,1,3,5,5,10,yes,jogjakarta amsterdam via singapore good aircraft amazing cabin crew service got special assistant flew carrying 1 baby aged 6 month 1 child aged 4 year amazing feel service air never received carrying baby cabin crew coming calm daughter earplug came cabin crew carrying candy feeding child came cabin crew carrying cooky finally another cabin crew carrying pillow putting child back thanks amazing service
